OBJECTID,REF_NUMBER,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,ACCIDENT_DETAILS,X,Y,RENDER
3319,212104649,2021/09/18 23:00:00+00,1320,3,Slight,O,Overtaking,2,1,0,1,0,0,0,"V1(PCYC) TRAV E/BOUND ON LAWFORDS GATE WHEN V2 FOLLOWING BEHIND O/T V1, & EMERGED ONTO PATH OF PASSUING  V1, CAUSING V1 TO COLL/W REAR OF V2. DV2 MADE OFF AND F.T.S. RD1 BECAME UNSEATED. (DUBIOUS ACC LOCATION)",359894,173439,CYC
3320,212104653,2021/09/19 23:00:00+00,1525,3,Slight,O,Overtaking,2,1,0,1,0,0,0,"V2(PCYC) TRAV S/BOUND ON GLOUCESTER RD WHEN V1 TRAV ALONGSIDE O/T V2 ON N/SIDE NEAR TRAFF. ISLAND, V1 THEN COLL/W N/SIDE OF V2.",359065,175345,CYC
3321,212104676,2021/09/20 23:00:00+00,1200,3,Slight,NONE,Other,2,1,0,0,1,0,0,V1(PTW) TRAV NE ON HENLEAZE RD WHEN V2 U/K LOCATION PULLED OUT FROM PARKED POSITION ACROSS PATH AND COLL/W PASSING V1. V2 ALLEGEDLY MOVED W/O INDICATING. RD1 BECAME UNSEATED (POOR ACC DESC; NO OTHER DETS),357641,176460,MCYC
3322,212104702,2021/08/16 23:00:00+00,1150,3,Slight,HO,Head On,3,1,0,0,0,0,1,"V1 TRAV S/BOUND ON PORTWAY WHEN IT CROSSED CENTRE LINE OF C/WAY ONTO O/C TRAFF. CAUSING O/C V2 TO SWERVE & L.C, V2 OVERTURNED ONTO ITS ROOF, V1 CONT. TRAV O/SIDE N C/WAY IN WRONG WAY AND COLL/W V3 HO.",356350,173689,CARS
3323,212104703,2021/09/21 23:00:00+00,840,1,Fatal,J1,Turning Movement from major road,2,1,0,1,0,0,0,V2(PCYC) TRAV SW ON F/WAY OF TYNDALLS PARK RD WHEN V1 TRAV ALONGSIDE MADE A L.H TURN ONTO ELMDALE RD AND COLL/W V2. IT IS STILL U/K WHY V1 COLL/W V2. (REPLOTTED E357930 N173544),357909,173638,CYC
3324,212104718,2021/08/29 23:00:00+00,2252,3,Slight,HO,Head On,2,1,0,0,0,0,0,V1 TRAV E/BOUND ON KING'S HEAD LANE WHEN IT COLL/W PAU V2 HO. V2 WAS PARKED OUTSIDE PROP. 197 KING'S HEAD LANE. DV1 ALLEGEDLY INTOXICATED AND DRIVING AT EXCESSIVE SPEED.,356382,169308,CARS
3325,212104742,2021/09/02 23:00:00+00,700,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,"V1(PTW) TRAV S/BOUND ON FORTFIELD ROAD MAKING A R.H TURN ONTO WHITCHURCH LN W/BOUND, WHEN V2 TRAV E ON WHITCHURCH LN COLL/W V1 HO AS IT WAS TURNING. V2'S VISION OF V1 OBSCURED BY VEH'S TRAV AHEAD. V1 WAS BECKONED TO MAKE ITS TURN BY VEH'S ON WHITCHURCH",360342,167725,MCYC
3326,212104744,2021/07/27 23:00:00+00,1845,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,"V1(TAXI) TRAV E/BOUND ON CHURCH RD WTG AT RED LIGHT OF PEL XING, WHEN V2 FOLLOWING BEHIND COLL/W REAR OF V1. V1 HAD A PASSENGER ON BOARD. DV2 MADE OFF AND F.T.S.",361331,173427,CARS
3327,212104745,2021/09/03 23:00:00+00,1517,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,"CAS1 EXITED SOUTHBOUND STATIONARY VEHICLE ON WESTBURY RD. CAS1 RAN ACROSS C/WAY, ?W/BOUND?, INTO THE PATH OF AND COLL/W PASSING V1(BUS), TRAV NORTH. (V1'S WINDSCREEN MENTIONED IN DESC BUT MCYC VTYPE; V.POOR ACC DESC; NO OTHER DETS.)",357336,175008,A
3328,212104774,2021/07/26 23:00:00+00,2140,3,Slight,NONE,Other,2,1,0,0,1,0,0,"V1(PTW) TRAV E/BOUND ON BROAD WALK WHEN V2 PARKED OPPOSITE, V2 ATTEMPTED A U-TURN TWDS WELLS RD AND COLL/W O/SIDE OF PASSING V1.",360626,170680,MCYC
3329,212104778,2021/07/01 23:00:00+00,1409,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,"V2(PTW) TRAV S/BOUND ON GROVE PARK IN BUS LANE WHEN V2 TRAV ALONGSIDE CHANGED LANE TO LEFT, ONTO BUS LANE AND COLL/W O/SIDE OF PASSING V2. V1 WAS ATTEMPTING TO GET INTO CAR PARKING LEFT OF BUS LANE. RD1 BECAME UNSEATED",361688,170834,MCYC
3330,202003788,2020/08/27 23:00:00+00,535,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,"V1 TRAV N ON BOND ST HAS MOMENTARILY CLOSED HIS EYES IN TIREDNESS AT END OF NIGHT SHIFT, LOSING CONCENTRATION AND C/W LAMP POST ON N/SIDE PAVEMENT.",359525,173531,CARS
3331,202003614,2020/09/09 23:00:00+00,20,3,Slight,O,Overtaking,2,1,0,0,0,0,0,V2 TRAV S ON ST ANDREWS RD RAN OVER FOOT OF DRIVER OF PARKED V1.,351752,178867,CARS
3332,202003775,2020/09/28 23:00:00+00,1240,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,V1(MCYC) TRAV S ON OLD MARKET ST(SIC) WHEN V2 CROSSED INTO PATH OF AND C/W V1. DRIVER OF V1 BECAME UNSEATED. V2 F.T.S AND MADE OFF. (DUB. ACC DESCRIPTION),359689,173176,MCYC
3333,202003785,2020/09/27 23:00:00+00,2012,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,V2 TRAV E ON REDLAND RD HAD STOPPED AND REVERSED COLLIDING WITH V1(MCYC) FOLLOWING BEHIND. DRIVER OF V1 SUSTAINED INJURY.,358327,174723,MCYC
3334,202003797,2020/08/22 23:00:00+00,2221,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,V1 HAS BEEN TRAVELLING NW ONTO FALCONDALE ROAD AND HAS HIT A ZEBRA CROSSING LAMP POST BRFORE LOSING CONTROL OF VEHICLE AND C/W A TREE OUTSIDE NO. 12,357161,176813,CARS
3335,202003800,2020/09/25 23:00:00+00,2045,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,V1 WAS PARKED ON STOKE CROFT WHEN V2 TRAV S REVERSED TO PERFORM A U TURN IN ROAD AND COLLIDED WITH V1. V2 FAILED TO STOP AND MADE OFF.,359055,173748,MCYC
3336,202003803,2020/08/03 23:00:00+00,2335,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,"V1 REVERSING SE BOUND ON REDDING RD WHEN V1 C/W CAS1(PED). V1 FAILED TO STOP AND MADE OFF. (ACC MOVED FROM E,360861 ; N,174735. DUB. ACC LOCATION AND DESCRIPTION)",360890,174751,A
3337,202003805,2020/08/23 23:00:00+00,1655,3,Slight,NONE,Other,2,1,0,0,0,0,0,"V1(E-SCOOTER), TRAV NW ON BEECHWOOD RD, COLLIDED WITH OPEN DOOR OF PARKED V2. RIDER INTOXICATED. RIDER CLAIMS DOOR WAS OPENED INTO PATH. (ACC MOVED FROM E,363462; N,175887)",363550,175788,CARS
3338,202003816,2020/09/22 23:00:00+00,838,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,V1 TRAV E ON TORONTO RD HAD JOINED C/WAY FROM PARKING SPOT NEAR TRAFFIC LIGHTS WHEN V2 FOLLOWING BEHIND C/W THE REAR OF V1. V2 F.T.S.,360242,177551,CARS
3339,202003829,2020/09/30 23:00:00+00,835,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,PASSENGER OF V2 OPENED DOOR OF V2. V1 TRAV NE BEHIND V2 ON GLOUCESTER RD SWERVED TO MISS BUT BECAME UNSEATED. V2 F.T.S AND MADE OFF.,358922,174864,CYC
3340,202003842,2020/08/30 23:00:00+00,1920,3,Slight,LC,Loss of Control,2,3,0,0,0,0,0,"V1 TRAV NORTH ON GLOUCS RD WHEN DRIVER LOST CONTROL, VEERED LEFT AND COLL/W REAR OFFSIDE OF PARKED V2. D1 WAS DISTRACTED ADJUSTING IN-CAR MEDIA CONSOLE.",359072,175388,CARS
3341,202003874,2020/02/29 00:00:00+00,1510,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,1,V1 TRAV S ON HAZEL GROVE MADE A SHARP LEFT TURN ONTO TORONTO RD AT SPEED AND C/W V2 WHICH WAS PARKED AT JUNCTION EXIT. DRIVER OF V1 CLAIMS LOSS OF CONTROL.,360028,177628,CARS
3342,202003886,2020/08/30 23:00:00+00,1821,2,Serious,HO,Head On,3,1,0,0,1,0,0,V1 TRAV NE ALONG RIDINGLEAZE PULLED ACROSS TO THE O/S INTO PARKING SPACE CAUSING V2 TRAN IN THE OPPOSITE DIRECTION TO BRAKE HARSHLY AND BECOME UNSEATED. V2 THEN C/W P.A.U V3.,354398,178317,MCYC
3343,202003734,2020/09/26 23:00:00+00,1030,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,V1 TRAV N ON ACTON RD WAS TURNING LEFT INTO LODGE CAUSEWAY WHEN V2 FOLLOWING BEHIND C/W REAR OFFSIDE OF V1 AT JUNCTION.,363325,175153,CARS
3344,202003821,2020/04/12 23:00:00+00,1645,3,Slight,LC,Loss of Control,2,1,0,1,0,0,0,V2(PCYC)/CAS1 TRAV W. ON SPEEDWELL RD WHEN DRIVER OF PARKED V1 OPENED THEIR CAR DOOR INTO THE PATH OF AND C/W PASSING V2. RIDER BECAME UNSEATED.,363018,174298,CYC
3345,202003843,2020/09/29 23:00:00+00,1450,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,"V1(MCYC)/CAS1 TRAV S.E. ON REDLAND RD WHEN V2, REVERSING, EMERGED FROM DRIVEWAY ON V1'S NEARSIDE, INTO ITS PATH. R1 BRAKED ABRUPTLY, SKIDDED & COLL/W UNDERSIDE OF V2. (DUPLICATE, XREF. W/ 202003844 - DELETED)",358461,174702,MCYC
3346,202003849,2020/09/30 23:00:00+00,1920,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V2 TRAV SE ON REDLAND RD COLLIDED WITH V1(PCYC) AS V1 CROSSED PATH OF V2 TO TURN INTO SIDE LANE. RIDER BECAME UNSEATED.,357814,174967,CYC
3347,202003851,2020/09/28 23:00:00+00,930,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,CAS1(PED) WAS CROSSING PORTWAY WITH HIS DOG WHEN V1 TRAV NW CLIPPED THE DOG CAUSING CAS1 TO JUMP OUT OF THE WAY SUSTAINING INJURY FROM THIS ACTION. (ACC MOVED FRM E355028 ; N175411),354955,176123,A
3348,202003853,2020/10/01 23:00:00+00,805,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,1,0,V1(PCYC) WAS TRAV SW ON GLOUCESTER RD WHEN V2 CROSSED PATH OF V1 CAUSING V1 TO SKID INTO THE REAR OF V2. RIDER OF V1 BECAME UNSEATED BUT V2 F.T.S. AND MADE OFF.,359201,175871,CYC
3349,202003867,2020/10/03 23:00:00+00,1320,3,Slight,NT,Nose to Tail,2,2,0,0,0,1,0,V1 WTG AT A.T.S. WHEN V2 COLLIDED WITH ITS REAR. (NO OTHER DETS; POOR ACC DESCRIPTN; ACC. MOVED FROM E361116 ; N171540; DUBIOUS ACC LOCATN),361107,171630,CARS
3350,202003889,2020/10/05 23:00:00+00,1720,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,"V1 HAD CLEARED JCTN OF BLOOMFIELD RD WITH CHURCHILL RD WHEN V1, REVERSING TO ALLOW VAN AHEAD TO MOVE ON, C/W PED WHO WAS CROSSING CHURCHILL RD W-BOUND AT REAR.",361368,171727,E
3351,202003906,2020/09/09 23:00:00+00,1936,2,Serious,LC,Loss of Control,2,1,0,0,0,0,0,V1 TRAV NE ON M5 HAS LOST CONTROL AND C/W CENTRAL RESERVE AND THE REAR OF V2. V1 THEN CAME TO A STOP SIDEWAYS ON HARD SHOULDER.,352104,177076,CARS
3352,202003924,2020/10/06 23:00:00+00,1745,3,Slight,HO,Head On,2,1,0,0,0,0,0,V1 TRAV E ON SWANMOOR CRESCENT HAS C/W V2 TRAV IN OPPOSITE DIRECTION. V2 FAILED TO STOP AND MADE OFF.,357361,179596,CARS
3353,202003950,2020/09/18 23:00:00+00,1238,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,1,"V2(PCYC)/CAS1 TRAVERSING RDABT WHEN V1(TAXI) ENTERED RDABT FROM REDCLIFF HILL, INTO THE PATH OF AND COLLIDED WITH PASSING V2. (POOR ACC DESCRIPTION; REPLOTTED FR E358,990 N171,992; DUBIOUS ACC LOCATION; ACC DATE WAS 09-10-2020 THEN 19/10/2020)",359036,172057,CYC
3354,202003969,2020/10/09 23:00:00+00,425,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1(LGV) TRAV EAST ON CHURCH RD AND BRAKING ON APPROACH TO A.T.S. WHEN V2(LGV), FOLLOWING BEHIND, COLL/W ITS REAR. D2 MADE OFF AND F.T.S.",361809,173557,CARS
3355,202003988,2020/03/02 00:00:00+00,922,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1 TRAV W ON QUEENS RD WHEN V2 TRAV IN OPPOSITE DIRECTION C/W V1 . V2 HAD BEEN OVERTAKING ANOTHER VEHICLE (SIC. DUB. ACC. DESCRIPTION AND LOCATION),357764,173380,CYC
3356,202003996,2020/03/03 00:00:00+00,1218,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,V2(PCYC)/CAS1 TRAV W ON ST PHILLIPS RD WHEN DRIVER OF PARKED V1 OPENED THEIR CAR DOOR INTO THE PATH OF AND COLLIDED WITH PASSING V2. RIDER BECAME UNSEATED. (ACC MOVED FROM E360158 ; N173102 DUBIOUS),360157,173150,CYC
3357,202101720,2020/11/17 00:00:00+00,1745,3,Slight,LC,Loss of Control,2,1,0,1,0,0,0,"V1(PCYC)/CAS1 TRAV N.E. ON WAVERLEY RD AND ROUNDING L.H.BEND IN UNLIT SECTION OF C/WAY WHEN CONFRONTED BY P.A.U. V2. RIDER BRAKED ABRUPTLY, SKIDDED ON WET SURFACE AND COLL/W REAR OF V2.",358256,174404,CYC
3358,212101727,2021/02/12 00:00:00+00,1616,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,"V2 TRAV S.E. ON CHALKS RD AND WTG IN TRAFFIC QUEUE WHEN IT PERFORMED A U-TURN INTO THE PATH OF AND COLL/W PASSING V1(MCYC), OVERTAKING TRAFFIC QUEUE. R1 UNSEATED.",361727,173635,MCYC
3359,212101729,2021/04/05 23:00:00+00,1333,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,V1 TRAV SE ON PERRY STREET WHEN V1 CLIPPED CAS1(PED) WITH WING MIRROR ON THE NEARSIDE CAUSING CAS1 TO FALL TO THE GROUND.,360174,173795,A
3360,212101730,2021/02/12 00:00:00+00,1544,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,V1 TURNING RIGHT FROM SHEENE ROAD HIT CAS1(PED) WHO WAS CROSSING NORTH BOUND ON SHEENE WAY CAUSING INJURY.,358345,171116,A
3361,212101753,2021/02/16 00:00:00+00,1150,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1 WAS TRAV S ON PENNYWELL RD WHEN V2(PCYC) TURNING LEFT FROM NEWTON STREET FAILED TO GIVE WAY AND COLLIDED WITH V1 ON NEARSIDE.,360008,173681,CYC
3362,212101643,2021/03/29 23:00:00+00,745,3,Slight,A,Adult pedestrian,1,1,1,0,1,0,0,"V1(MCYC) TRAV EAST ON STAPLEHILL RD HIT CAS1(PED) CROSSING THE ROAD SOUTH-BOUND TOWARDS MAYWOOD ROAD CAUSING INJURY. (ACC MOVED FROM E364024, N175881)",364049,175977,A
3363,212101665,2021/03/31 23:00:00+00,1418,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,V1 WAS TRAV SE ON BRISLINGTON HILL WHEN V2 ENTERING RD SOUTH BOUND FROM CHURCH HILL C/W V1 ON NEARSIDE. V2 FAILED TO STOP AND MADE OFF.,361998,170702,CARS
3364,212101693,2021/04/02 23:00:00+00,1544,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 TRAV EAST ON MULLER RD AND WTG AT A.T.S., WHEN V2 FOLLOWING BEHIND COLLIDED WITH ITS REAR.",361113,175282,CARS
3365,212101700,2021/04/03 23:00:00+00,2120,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,DRIVER OF V2 TRAV NORTH ON ST PHILIPS CAUSEWAY HIT CENTRAL ISLAND AND LOST CONTROL OF VEHICLE. V2  CROSSED C/WAY AND C/W V1 TRAV S IN OPPOSITE C/WAY. V2 THEN MADE OFF.,361111,172138,CARS
3366,212101757,2021/04/06 23:00:00+00,1002,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,"V1(PCYC) TRAV EAST ON BISHOP RD WAS APPROACHING A P.A.U. V2 WHEN DRIVER OF V2 HASTILY RETURNED TO VEHICLE AND FAILING TO SEE, REVERSED INTO V1. THE RIDER BECAME UNSEATED.",358935,175775,CYC
3367,212101766,2021/02/25 00:00:00+00,1810,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1 TRAV SW ON UPPERMAUDLIN STREET WAS TURNING RIGHT INTO B.R.I. WHEN V2(PCYC) RAN A RED LIGHT ACROSS PATH OF V1 CAUSING COLLISION. THE RIDER BECAME UNSEATED.,358646,173395,CYC
3368,212101781,2021/03/30 23:00:00+00,2248,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,V1 TRAV NW ON TRUBSHAW CLOSE TURNED RIGHT INTO PATH OF V2(MOPED) TRAVELLING SW ON FILTON AVENUE CAUSING COLLISION. RIDER BECAME UNSEATED.,359606,176716,MCYC
3369,212101790,2021/02/26 00:00:00+00,1805,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,V1(MCYC) TRAV NORTH ON CHURCH ROAD WAS BEING PURSUED BY UNKNOWN V2. V2 COLLIDED INTO THE REAR OF V1. BOTH VEHICLES FELD THE SCENE. COLLISION REPORTED LATER. (DUBIOUS LOCATION),357280,168641,MCYC
3370,212101792,2021/02/18 00:00:00+00,1337,3,Slight,O,Overtaking,2,2,0,0,0,0,1,"V2(E-SCOOTER)/CAS2 TRAV EAST ON WHITCHURCH LANE WHEN V1, TRAV BEHIND, OVERTOOK V2 THEN IMMEDIATELY PULLED ACROSS ITS PATH AND COLL/W IT. D1 HAD SWERVED ABRUPTLY IN ORDER TO AVOID A REFUGE ISLAND. (REPLOTTED)",360178,167764,CARS
3371,212101794,2021/02/26 00:00:00+00,1700,3,Slight,HO,Head On,2,1,0,0,0,0,0,V1 TRAV NE ON KINGS WESTON RD COLLIDED WITH THE OFFSIDE OF ONCOMING V2 TRAVELLING IN THE OPPOSITE DIRECTION. VISIBILITY OF V1 WAS VERY LOW DUE TO POSITION OF THE RD.,354814,178039,CARS
3372,212101796,2021/02/26 00:00:00+00,1551,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,V1 WAS TRAV NORTH ON THICKET AVENUE APPROACHING A BUS STOP IN OPPOSITE C/WAY WHEN CAS1(PED) STEPPED OUT FROM BEHIND THE BUS JUST AS V1 WAS PASSING CAUSING COLLISION.,364124,175385,C
3373,212101799,2021/02/26 00:00:00+00,908,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,"V1 WAS TRAV N IN SLOW MOVING TRAFFIC ON WESTBURY RD, WHEN CAS1(PED) STEPPED OUT E -BOUND INTO PATH OF V1 CAUSING COLLISION. PEDESTRIAN SUSTAINED MINOR INJURY. (ACC MOVED FROM E357356, N174856)",357265,175454,A
3374,212101832,2021/03/04 00:00:00+00,1640,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V1 TRAV SE ON BRANGWYN GROVE WAS WAITING TO TURN RIGHT INTO ROMNEY AVENUE WHEN V2(PCYC) TRAV SW BOUND ON THE PAVEMENT CRASHED INTO THE NEARSIDE OF V1. RIDER BECAME UNSEATED.,360663,176381,CYC
3375,212101841,2021/03/08 00:00:00+00,1835,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,"V1, TRAV S.W. ON CHARLTON RD, FAILED TO GIVE WAY AT MINI-R/ABOUT AND COLL/W ONCOMING V2(MCYC)/CAS1, TURNING RIGHT INTO PEN PARK RD. (ACC MOVED FROM E357440, N179189).",358384,179278,MCYC
3376,212101845,2021/03/08 00:00:00+00,819,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,1,0,"V1 EXITING CAR PARK FROM BEHIND NO.1 GAINSBOROUGH SQUARE (CHINESE TAKEAWAY), WITH VIEW TO LEFT BLOCKED BY WOODEN FENCE. V2(E-SCOOTER) RIDING SOUTH ALONG FOOTWAY WHEN IT COLL/W EMERGING V1. CAS1(CHILD PILLION PSSNGR ON V2).",360948,177064,CARS
3377,212101847,2021/03/09 00:00:00+00,234,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,DRIVER OF V1 TRAV SOUTHEAST ON CRANBROOK RD LOST CONTROL OF VEHICLE AND COLLIDED WITH P.A.U. V3 PUSHING IT INTO V2 WHICH WAS PARKED INFRONT OF V3.,358473,175188,CARS
3378,212101853,2021/03/10 00:00:00+00,810,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,V2 TRAVELLING EAST ON EASTON ROAD COLLIDED WITH V1(PCYC) TRAVELLING NORTH ON THE NEARSIDE. (SIC) RIDER OF V1 BECAME UNSEATED.,360602,173674,CYC
3379,212101870,2021/03/11 00:00:00+00,2032,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,V1 TRAV SW ON FILTON RD WAS TURNING RIGHT INTO MONKS PARK AVENUE WHEN V2 TRAV NORTH BOUND COLLIDED INTO THE NEARSIDE OF V1 AT JUNCTION. AUTOMATIC TRAFFIC SIGNAL WAS OUT.,359767,177717,CARS
3380,202101325,2020/12/17 00:00:00+00,838,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,"V1(ARTIC) AND V2(MCYC)/CAS1 TRAV SOUTH ON ST ANDREWS RD WHEN THEY HAVE COLLIDED WITH EACH OTHER. IMPACT WAS SHORTLY AFTER POINT WHERE SINGLE LANE BRANCHES INTO TWO LANES. (DUBIOUS AC LOCATION; REPLOTTED FR E351,793 N178,804)",351925,179657,MCYC
3381,212101703,2021/02/04 00:00:00+00,1354,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,V1 TRAV SW ON BELL HILL COLLIDED WITH THE NEARSIDE OF V2 TRAVELLING SOUTH EAST BOUND TOWARDS AVERAY RD. V2 TURNED TO ITS SIDE. TRAFFIC SIGNAL WAS OUT.,361200,175670,CARS
3382,212104787,2021/07/01 23:00:00+00,1714,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,"V1(PTW) TRAV E/BOUND ON HOTWELLS RD MAKING A R.H TURN ONTO GRAIN BARGE CARPARK, EMERGES ACROSS PATH AND COLL/W PASSING V2(TAXI). AN U/K VEH TRAV W BECKONS V1 TO MAKE ITS TURN, V2'S VIEW OF V1 OBSCURED.",357522,172464,MCYC
3383,212104794,2021/07/14 23:00:00+00,1135,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,"V1 TRAV NW ON BOND STREET SOUTH IN LANE 3 OF 5 IN QUEUE OF TRAFFIC, WHEN V2 TRAV BEHIND IN LANE 4 OF 5 O/T LGV VEH WTG IN TRAFF. CHANGES LANE TO LEFT, ONTO LANE 3 OF 5 AND COLL/W REAR OF V1. DV2 INITIALLY STOPPED BUT THEN MADE OFF AND F.T.S.",359527,173525,CARS
3384,212104802,2021/09/07 23:00:00+00,909,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"V2(PCYC) TRAV SW ON FISHPONDS RD IN BUS LANE WHEN V2 TRAV OPPOSITE, MAKING A R.H TURN ONTO RIDGEWAY RD EMERGED ACROSS PATH AND COLL/W PASSING V2.",362222,175227,CYC
3385,212104811,2021/09/09 23:00:00+00,1720,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,"V2(PCYC) TRAV NE ON CITY RD WHEN V1 TRAV OPPOSITE MADE A R.H TURN ONTO BRIGSTOCKE RD NW AT JCTN, EMERGED ACROSS PATH AND COLL/W PASSING V2.",359310,173995,CYC
3386,212104436,2021/09/01 23:00:00+00,1645,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,V1(E SCOOTER) TRAV SE ON F/WAY OF HAMPTON RD APPRCHING JCTN WHEN V2 EMERGED FR. CHANDOS RD L.H TURN ONTO HAMPTON RD ACROSS PATH AND COLL/W PASSING V1. DV2 MADE OFF AND F.T.S,357888,174406,CARS
3387,212104468,2021/09/04 23:00:00+00,1200,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,"V1, TURNING LEFT, EMERGED FROM P.F.S. EXIT AT LOW SPEED AND COLLIDED WITH V2(PRIVATE SCOOTER)/CAS1, RIDING S.W.BOUND ALONG FOOTWAY OF NFL WAY. SUBSEQUENTLY, CAS1 CLAIMING WAS WALKING ALONG FOOTWAY NOT RIDING. (DUBIOUS INJURY ACC; REPLOTTED FR 0,0 COORDS",359668,173693,CARS
3388,212104474,2021/09/10 23:00:00+00,530,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,1,V1(PTW) TRAV E/BOUND ON SUMMERHILL RD WHEN V2 EMERGED FR. THE AVENUE U/K DIRECTION EMERGED ACROSS PATH AND COLL/W PASSING V1. RD1 HAD LEG TRAPPED UNDER BIKE. DV2 MADE OFF AND F.T.S.,362603,173627,MCYC
3389,212104485,2021/09/10 23:00:00+00,30,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,V1 TRAV NE ON REDLAND PARK WHEN V2 FOLLOWING BEHIND COLL/W REAR OF V1. DV2 MADE OFF AND F.T.S (DUBIOUS ACC LOCATION),357586,174501,CARS
3390,212104514,2021/06/21 23:00:00+00,1500,2,Serious,HO,Head On,2,1,0,1,0,1,0,V1 TRAV E/BOUND ON CHEDDAR GROVE WHEN V2(PCYC) TRAV OPPOSITE ON F/WAY EMERGED ONTO C/WAY ACROSS PATH AND COLL/W FRONT N/SIDE OF V1. DV1 VIEW OF V2 RESTRICTED AS V2 ENTERED C/WAY BETWEEN PAU VEH'S.,357249,169624,CYC
3391,212104517,2021/06/22 23:00:00+00,1650,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,"V1 TRAV SW ON WILSON ST WHEN V2(E-SCOOTER), GOING STRAIGHT OVER AT JCTN., EMERGED FROM LEMON LANE, S.E.BOUND, ACROSS PATH OF AND COLL/W V1. R2 UNSEATED. PARKED VEH'S LIKELY OBSTRUCTED VIEWS. (REPLOTTED E359527 N173759)",359526,173700,CARS
3392,212104519,2021/06/22 23:00:00+00,930,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,CAS1(E PED) CROSSING C/WAY OF CLOVELLY RD NW BOUND WHEN V1 TRAV SW ON CLOVELLY RD COLL/W CAS1. IT WAS ESTABLISHED THAT CAS1 WAS PARTY AT FAULT,362781,173571,E
